variant_id,variable,level,jd_id,jd_category,model,score
year_2028,graduation_year,2028,jd_7fee1f2df5db7442,product,tfidf,0.01853451061244609
year_2028,graduation_year,2028,jd_83244b0fb3f1043d,consulting,tfidf,0.02187420638959931
year_2028,graduation_year,2028,jd_833dfa9f310597bd,product,tfidf,0.017559394680030736
year_2028,graduation_year,2028,jd_838288a8d8eff810,unclassified,tfidf,0.022050694799775842
year_2028,graduation_year,2028,jd_8390bcc927b3f72b,swe,tfidf,0.028795905444755555
year_2028,graduation_year,2028,jd_8442bc7b56c9b8f5,swe,tfidf,0.017748252759474864
year_2028,graduation_year,2028,jd_8634b4a34652b5c3,swe,tfidf,0.026926190284091673
year_2028,graduation_year,2028,jd_867f84ac5a1a475a,product,tfidf,0.02443333432535828
year_2028,graduation_year,2028,jd_86bfc905b9ad066c,unclassified,tfidf,0.02217876705472645
year_2028,graduation_year,2028,jd_885e6d6d6c923bc2,consulting,tfidf,0.013699343595727562
year_2028,graduation_year,2028,jd_88c0d3389aba632a,data,tfidf,0.027553885747860482
year_2028,graduation_year,2028,jd_8b0f0ad306ffb46c,consulting,tfidf,0.019851606163742513
year_2028,graduation_year,2028,jd_8b4b6e27adefce37,data,tfidf,0.03436487380875739
year_2028,graduation_year,2028,jd_8b93c5b7e2960174,product,tfidf,0.02178762651968656
year_2028,graduation_year,2028,jd_8bc270a2da5d309f,consulting,tfidf,0.016599092205828576
year_2028,graduation_year,2028,jd_8bdde1b56a1861dc,swe,tfidf,0.013959493991331251
year_2028,graduation_year,2028,jd_8deffa6d1a231300,product,tfidf,0.023153527748540462
year_2028,graduation_year,2028,jd_924e90671e81aa89,product,tfidf,0.017198047352219845
year_2028,graduation_year,2028,jd_97d9b743bfe21daf,data,tfidf,0.026009645955249964
year_2028,graduation_year,2028,jd_97f02a6b790a3533,data,tfidf,0.031229047293325058
year_2028,graduation_year,2028,jd_989db4bed57c8fb5,product,tfidf,0.019083457768693603
year_2028,graduation_year,2028,jd_9bcaee7b12e887fb,unclassified,tfidf,0.025631040605532233
year_2028,graduation_year,2028,jd_9d95ac12aa0c6492,data,tfidf,0.024010975949521833
year_2028,graduation_year,2028,jd_9e2510341597c7cb,data,tfidf,0.02425966206900212
year_2028,graduation_year,2028,jd_9f77e00ed389206f,unclassified,tfidf,0.02815203817685237
year_2028,graduation_year,2028,jd_a26a71d20606ea28,product,tfidf,0.01731271009740628
year_2028,graduation_year,2028,jd_a5c992a3d7b2fd1d,product,tfidf,0.016355874122073327
year_2028,graduation_year,2028,jd_a5d12a43ba286690,product,tfidf,0.01910417566702063
year_2028,graduation_year,2028,jd_a9c32afc7f5edf9f,swe,tfidf,0.020218899180063876
year_2028,graduation_year,2028,jd_a9cb8d4000c80a0d,data,tfidf,0.01858873375156037
year_2028,graduation_year,2028,jd_aa7db163f8ec8280,data,tfidf,0.02484184966385776
year_2028,graduation_year,2028,jd_accb9b3e7afc89ab,consulting,tfidf,0.012636983957124254
year_2028,graduation_year,2028,jd_ad7a498a86a97f6d,swe,tfidf,0.02451631166043706
year_2028,graduation_year,2028,jd_adf671f33633aeb3,product,tfidf,0.023642813702972703
year_2028,graduation_year,2028,jd_af2cd3f93672d678,product,tfidf,0.014428956312743752
year_2028,graduation_year,2028,jd_b0b38e998fefdaf3,swe,tfidf,0.013643026761308403
year_2028,graduation_year,2028,jd_b156815080a77ad9,data,tfidf,0.03247087785256525
year_2028,graduation_year,2028,jd_b333deab4ad74b36,swe,tfidf,0.02688929784376813
year_2028,graduation_year,2028,jd_b5645d45d9247adb,data,tfidf,0.024940867483977773
year_2028,graduation_year,2028,jd_b5f37d67ce6366c8,swe,tfidf,0.0302632608242204
year_2028,graduation_year,2028,jd_b698bb86e88e82cc,swe,tfidf,0.030803162465635085
year_2028,graduation_year,2028,jd_b6be316e5e07173f,consulting,tfidf,0.014152624140226978
year_2028,graduation_year,2028,jd_b71cb8e89feec609,product,tfidf,0.021772471140174644
year_2028,graduation_year,2028,jd_b7c0baacabf16dbf,product,tfidf,0.02197231089024274
year_2028,graduation_year,2028,jd_b7f4c2024375b374,data,tfidf,0.03441749025624205
year_2028,graduation_year,2028,jd_b88035320b906600,unclassified,tfidf,0.012163889705950948
year_2028,graduation_year,2028,jd_bb818db46b233441,swe,tfidf,0.023903164017450237
year_2028,graduation_year,2028,jd_bbcdc871f962dac5,product,tfidf,0.026388810022044278
year_2028,graduation_year,2028,jd_bda965ac0ce26820,data,tfidf,0.023440901944052735
year_2028,graduation_year,2028,jd_bf59b28eeeb8b5d0,consulting,tfidf,0.01564604855787088
year_2028,graduation_year,2028,jd_c03dcd9cbe5575a5,swe,tfidf,0.02021009518718217
year_2028,graduation_year,2028,jd_c295be02dc4913df,data,tfidf,0.021251665242854857
year_2028,graduation_year,2028,jd_c3146f37eb456132,data,tfidf,0.022349676835632524
year_2028,graduation_year,2028,jd_c3cbd34781b23fb5,data,tfidf,0.024859727843399966
year_2028,graduation_year,2028,jd_c4dc2da6280be68b,data,tfidf,0.02794397476413597
year_2028,graduation_year,2028,jd_c5ed1d4c1058dd06,data,tfidf,0.02077536307635236
year_2028,graduation_year,2028,jd_c6463c037cdf527a,product,tfidf,0.026350305225905375
year_2028,graduation_year,2028,jd_c738a90551c4ff2a,swe,tfidf,0.020282372166486932
year_2028,graduation_year,2028,jd_c79c4d80ccbd8243,swe,tfidf,0.0244985115516678
year_2028,graduation_year,2028,jd_c83cc78de5081604,product,tfidf,0.02709079412081603
year_2028,graduation_year,2028,jd_c898326132c2f154,consulting,tfidf,0.025998064117510912
year_2028,graduation_year,2028,jd_c8c74b5960a2a9c2,data,tfidf,0.02344221831242151
year_2028,graduation_year,2028,jd_c90f5829a592b247,data,tfidf,0.030956250662823436
year_2028,graduation_year,2028,jd_c9524b0cf3167be7,unclassified,tfidf,0.03450404024057782
year_2028,graduation_year,2028,jd_ca208b6a36a6ae8e,consulting,tfidf,0.021136073051856663
year_2028,graduation_year,2028,jd_cb0262e7daa61fda,product,tfidf,0.0185949460837539
year_2028,graduation_year,2028,jd_cb16cecfaa45e639,consulting,tfidf,0.014981866017118905
year_2028,graduation_year,2028,jd_cb7918bc1c3612c6,swe,tfidf,0.026422739909121293
year_2028,graduation_year,2028,jd_cce49d8244a767a9,product,tfidf,0.030371436715949853
year_2028,graduation_year,2028,jd_cd575dee17230ea8,data,tfidf,0.030882766772228322
year_2028,graduation_year,2028,jd_d089a76bd624b7fc,swe,tfidf,0.02035831060017455
year_2028,graduation_year,2028,jd_d0e892f80697b6cb,product,tfidf,0.01655947679514021
year_2028,graduation_year,2028,jd_d3368eadbbaa458b,product,tfidf,0.024854744054774
year_2028,graduation_year,2028,jd_d3aa4076d9aac4b7,consulting,tfidf,0.02224093575063331
year_2028,graduation_year,2028,jd_d4a81a4b200f72d4,swe,tfidf,0.029274913537384588
year_2028,graduation_year,2028,jd_d4bb189741bdb0ae,product,tfidf,0.028956769713509026
year_2028,graduation_year,2028,jd_d5a16b7bc8ba6039,unclassified,tfidf,0.02735826745933337
year_2028,graduation_year,2028,jd_d5aeb2d931abde4b,data,tfidf,0.024448562844805972
year_2028,graduation_year,2028,jd_d5dee02141ed4987,data,tfidf,0.02948110238450781
year_2028,graduation_year,2028,jd_d5e9e9cdc4e5dec2,product,tfidf,0.028224852244354684
year_2028,graduation_year,2028,jd_d636300c35a03ea8,swe,tfidf,0.02703300234150308
year_2028,graduation_year,2028,jd_d6c1d6112a136d84,consulting,tfidf,0.023646938796912428
year_2028,graduation_year,2028,jd_d72594ad1673144d,product,tfidf,0.023048812417595117
year_2028,graduation_year,2028,jd_d7b2b519efca45c4,swe,tfidf,0.01786948280940365
year_2028,graduation_year,2028,jd_d8580bd2805ba37f,swe,tfidf,0.01691925826817376
year_2028,graduation_year,2028,jd_d8937e402bae19dd,data,tfidf,0.030112253327900473
year_2028,graduation_year,2028,jd_d9f7e99a04b50363,swe,tfidf,0.028135905661673975
year_2028,graduation_year,2028,jd_da03765cd166509d,data,tfidf,0.037255419166869835
year_2028,graduation_year,2028,jd_da97b72895297540,swe,tfidf,0.02489852914484877
year_2028,graduation_year,2028,jd_dde1ced0044c6e19,unclassified,tfidf,0.02129561288844298
year_2028,graduation_year,2028,jd_ddf7d4a51785055e,swe,tfidf,0.01846343461779976
year_2028,graduation_year,2028,jd_df2dd64d85690763,product,tfidf,0.025867531918367947
year_2028,graduation_year,2028,jd_e03fa04c4586b993,unclassified,tfidf,0.02465397409867834
year_2028,graduation_year,2028,jd_e0f599531e15022a,unclassified,tfidf,0.021291870475389735
year_2028,graduation_year,2028,jd_e16c972bb3cf5b35,unclassified,tfidf,0.013950189864943941
year_2028,graduation_year,2028,jd_e19f2cf94d5fc4ab,data,tfidf,0.024726149044510787
year_2028,graduation_year,2028,jd_e1ef16198080d5b0,data,tfidf,0.028057248157480674
year_2028,graduation_year,2028,jd_e4739ea52ce7e8f2,swe,tfidf,0.004255523195493116
year_2028,graduation_year,2028,jd_e518fac867df7886,data,tfidf,0.025968344352803305
year_2028,graduation_year,2028,jd_e58c43c547b00f86,product,tfidf,0.018349459130558174
year_2028,graduation_year,2028,jd_e592cfcc5d64f3bf,data,tfidf,0.03552807319794426
year_2028,graduation_year,2028,jd_e6b64a49a58c923b,data,tfidf,0.02618101052363403
year_2028,graduation_year,2028,jd_e723bf21ed78375f,unclassified,tfidf,0.02641076480171205
year_2028,graduation_year,2028,jd_e76ac42bf564af58,data,tfidf,0.032929270767964716
year_2028,graduation_year,2028,jd_e7bbebf12b32be5c,data,tfidf,0.022006219484720105
year_2028,graduation_year,2028,jd_e9a80fb8879ec352,consulting,tfidf,0.020253546238194708
year_2028,graduation_year,2028,jd_eb03bc54b248ce1b,unclassified,tfidf,0.023241216198462766
year_2028,graduation_year,2028,jd_ed316c66c64088ad,data,tfidf,0.019808999320242555
year_2028,graduation_year,2028,jd_ed98561b3bca8a05,consulting,tfidf,0.012422829439176337
year_2028,graduation_year,2028,jd_eff21b1d54c3b85d,product,tfidf,0.016130010086384313
year_2028,graduation_year,2028,jd_f002d62a3a5b0dd1,swe,tfidf,0.025555473724109632
year_2028,graduation_year,2028,jd_f050094483bdd1a0,swe,tfidf,0.028315450118264942
year_2028,graduation_year,2028,jd_f0cdc8fe53fb98cc,unclassified,tfidf,0.019152424704155513
year_2028,graduation_year,2028,jd_f0ce305dadb999b9,data,tfidf,0.025276638038564895
year_2028,graduation_year,2028,jd_f12c2a3f99729193,swe,tfidf,0.018915362368626898
year_2028,graduation_year,2028,jd_f17267b5f3d94821,swe,tfidf,0.028694507423651535
year_2028,graduation_year,2028,jd_f21e184efb3f08e5,swe,tfidf,0.029469852033801383
year_2028,graduation_year,2028,jd_f3e9875c5876bae8,data,tfidf,0.036173259482186276
year_2028,graduation_year,2028,jd_f432df00bf491897,data,tfidf,0.02097348899432733
year_2028,graduation_year,2028,jd_f486703d1b3395d1,consulting,tfidf,0.022807535780681825
year_2028,graduation_year,2028,jd_f6d49acd09c13943,data,tfidf,0.03685225867588697
year_2028,graduation_year,2028,jd_f99de49398fa1597,unclassified,tfidf,0.022469919612965027
year_2028,graduation_year,2028,jd_fc89e57d87b9315c,consulting,tfidf,0.013766589564414681
year_2028,graduation_year,2028,jd_fea9e75a5e87826b,swe,tfidf,0.028650807624529904
year_2030,graduation_year,2030,jd_00a6a297acb71dd5,product,tfidf,0.017591215153823912
year_2030,graduation_year,2030,jd_020a83e03087d359,data,tfidf,0.031160809827368564
year_2030,graduation_year,2030,jd_02443fbcbc3e7b97,swe,tfidf,0.019730590679620272
year_2030,graduation_year,2030,jd_02b0803e16f61687,consulting,tfidf,0.01616181908211576
year_2030,graduation_year,2030,jd_03262d05379f7ecd,swe,tfidf,0.01766195550248659
year_2030,graduation_year,2030,jd_0357846a7e2f4d1d,swe,tfidf,0.02722208979469883
year_2030,graduation_year,2030,jd_038db4930aad500c,data,tfidf,0.025090464431799294
year_2030,graduation_year,2030,jd_03d2ab6009b864c3,data,tfidf,0.029973322944564586
year_2030,graduation_year,2030,jd_05a24407957e0691,data,tfidf,0.02776047570195536
year_2030,graduation_year,2030,jd_06231c926d5bf464,consulting,tfidf,0.011119896148274131
year_2030,graduation_year,2030,jd_069d277629f131f3,product,tfidf,0.021508964392393932
year_2030,graduation_year,2030,jd_06d329797bea5ccd,swe,tfidf,0.019041193055541913
year_2030,graduation_year,2030,jd_0770f5208e6871ac,swe,tfidf,0.022849329886411626
year_2030,graduation_year,2030,jd_07e862b2ecf89cbc,unclassified,tfidf,0.02473412874340618
year_2030,graduation_year,2030,jd_0916eaf4fe1092f2,product,tfidf,0.014406267277058262
year_2030,graduation_year,2030,jd_09dad3e0b0d9cd6a,consulting,tfidf,0.013384818003233285
year_2030,graduation_year,2030,jd_0a16c4c98c88d7a0,product,tfidf,0.02438144357147302
year_2030,graduation_year,2030,jd_0a609701913f5a75,swe,tfidf,0.020483834776930502
year_2030,graduation_year,2030,jd_0a9762d8843b83e0,data,tfidf,0.028432163001789863
year_2030,graduation_year,2030,jd_0bee3551a73d78a3,swe,tfidf,0.026418266351077795
year_2030,graduation_year,2030,jd_0ca483f637e33f13,data,tfidf,0.023824189597072994
year_2030,graduation_year,2030,jd_0d3ea6dbbc30153f,swe,tfidf,0.01899835246812188
year_2030,graduation_year,2030,jd_0eeb6575f56e7f69,unclassified,tfidf,0.019947780789079383
year_2030,graduation_year,2030,jd_0ef673fb285823ad,product,tfidf,0.028477945860550427
year_2030,graduation_year,2030,jd_0f13ca3eba207b16,consulting,tfidf,0.01981921530711614
year_2030,graduation_year,2030,jd_0f7579aec268be49,product,tfidf,0.018628600840185073
year_2030,graduation_year,2030,jd_0fa516910ac9b44a,swe,tfidf,0.026108753718805222
year_2030,graduation_year,2030,jd_0fd876fe87aca323,consulting,tfidf,0.021631203904619156
year_2030,graduation_year,2030,jd_1027baf4d50a7929,data,tfidf,0.02124395652966832
year_2030,graduation_year,2030,jd_1049b0f893728721,unclassified,tfidf,0.022831315204250243
year_2030,graduation_year,2030,jd_10d3553435c98af7,product,tfidf,0.016253281488162755
year_2030,graduation_year,2030,jd_14caadfd234d0a39,unclassified,tfidf,0.004318180157513538
year_2030,graduation_year,2030,jd_167daabaa6d25236,product,tfidf,0.020521722332308052
year_2030,graduation_year,2030,jd_16bc5d0fc909aee1,unclassified,tfidf,0.00641224922676468
year_2030,graduation_year,2030,jd_1768aaac673275f2,unclassified,tfidf,0.004563022498207796
year_2030,graduation_year,2030,jd_17749ce6c93ea26c,consulting,tfidf,0.017337208235344743
year_2030,graduation_year,2030,jd_1816188e68594aa1,swe,tfidf,0.023185321638326196
year_2030,graduation_year,2030,jd_1962f1bb30accf2d,data,tfidf,0.03165313285894899
year_2030,graduation_year,2030,jd_1a37599c56e97052,data,tfidf,0.021395853896274554
year_2030,graduation_year,2030,jd_1ae0b11da63288a6,data,tfidf,0.024435842666741737
year_2030,graduation_year,2030,jd_1c28aa702102ad60,product,tfidf,0.018609598264377632
year_2030,graduation_year,2030,jd_1cac2873b40bd604,consulting,tfidf,0.01241150346122
year_2030,graduation_year,2030,jd_1d64a46b76234cda,data,tfidf,0.024583961670427836
year_2030,graduation_year,2030,jd_1ec8407165dcc4a3,swe,tfidf,0.03215484169200407
year_2030,graduation_year,2030,jd_1f23c60a48236b11,swe,tfidf,0.023523044939941205
year_2030,graduation_year,2030,jd_1ff3006b16b1697b,product,tfidf,0.017751385726741013
year_2030,graduation_year,2030,jd_200946c0c5d0ae0b,unclassified,tfidf,0.015605607860388653
year_2030,graduation_year,2030,jd_201e63cf39154616,unclassified,tfidf,0.024706659025214673
year_2030,graduation_year,2030,jd_2116afc3b2bcd322,unclassified,tfidf,0.021238283257656355
year_2030,graduation_year,2030,jd_225fabbfbbf62c4f,swe,tfidf,0.02696591974205026
year_2030,graduation_year,2030,jd_23647ae909026b96,product,tfidf,0.018082347040597947
year_2030,graduation_year,2030,jd_25b4e5360bba33f7,data,tfidf,0.03539501265607566
year_2030,graduation_year,2030,jd_26953d29fcd98ad6,consulting,tfidf,0.01986226737796189
year_2030,graduation_year,2030,jd_286fb740fa143aac,unclassified,tfidf,0.019572169560903584
year_2030,graduation_year,2030,jd_2965b846a6f2aaa0,product,tfidf,0.014403604469842433
year_2030,graduation_year,2030,jd_29fba6e373261f61,unclassified,tfidf,0.021377835736348313
year_2030,graduation_year,2030,jd_2a4887eaed7c6f97,product,tfidf,0.019158517676899744
year_2030,graduation_year,2030,jd_2a8590e1c18a6119,product,tfidf,0.019525580903793086
year_2030,graduation_year,2030,jd_2b3617cb2d9e197e,consulting,tfidf,0.014038126189314886
year_2030,graduation_year,2030,jd_2b6e8cb5fef2ebca,swe,tfidf,0.01990448417450717
year_2030,graduation_year,2030,jd_2c78bfdc312c7b34,unclassified,tfidf,0.008047596446479503
year_2030,graduation_year,2030,jd_2da39ca80385e65c,data,tfidf,0.02109710433452189
year_2030,graduation_year,2030,jd_2e58096fc9797fdc,unclassified,tfidf,0.02013335169154293
year_2030,graduation_year,2030,jd_2f994113bb7ddad9,product,tfidf,0.017833263457837645
year_2030,graduation_year,2030,jd_30404ac2bf89d5ca,swe,tfidf,0.03491660375599108
year_2030,graduation_year,2030,jd_31712cd287144b43,unclassified,tfidf,0.029366891439043974
year_2030,graduation_year,2030,jd_32084644a50f2c11,consulting,tfidf,0.014286396250313247
year_2030,graduation_year,2030,jd_32e2838f8e998888,product,tfidf,0.020367002512435253
year_2030,graduation_year,2030,jd_3311aec1bcc986c7,product,tfidf,0.018165115406737885
year_2030,graduation_year,2030,jd_34bd0bb2bcb7ff85,consulting,tfidf,0.01379604175268392
year_2030,graduation_year,2030,jd_35ba8096a709b039,swe,tfidf,0.01666631403484756
year_2030,graduation_year,2030,jd_35d4912efa14857a,data,tfidf,0.025966537150206737
year_2030,graduation_year,2030,jd_385ced56c0122e07,swe,tfidf,0.025708240932276864
year_2030,graduation_year,2030,jd_3b53ddaf1d8a225d,unclassified,tfidf,0.023115209095644466
year_2030,graduation_year,2030,jd_3b8018e0e604afca,consulting,tfidf,0.021778711709588852
year_2030,graduation_year,2030,jd_3dcd9a33af5a1348,swe,tfidf,0.024002641503705457
year_2030,graduation_year,2030,jd_3e0ca3dc0fa861b9,consulting,tfidf,0.02270118943407451
year_2030,graduation_year,2030,jd_3f1d6319fba83c8c,swe,tfidf,0.019332338720182897
year_2030,graduation_year,2030,jd_3f22ab24b04835f9,swe,tfidf,0.027606963923543167
year_2030,graduation_year,2030,jd_3f9c4a7df56c58bd,consulting,tfidf,0.016084459276097255
year_2030,graduation_year,2030,jd_40dd7e9e861529b7,product,tfidf,0.029039708653671916
year_2030,graduation_year,2030,jd_4244a836004b885b,data,tfidf,0.022537823063047475
year_2030,graduation_year,2030,jd_438e4802ef476aa3,swe,tfidf,0.031323756672859845
year_2030,graduation_year,2030,jd_439202b822c91a11,data,tfidf,0.02201987726558785
year_2030,graduation_year,2030,jd_43aaa19fe0e1c433,product,tfidf,0.030646511069616408
year_2030,graduation_year,2030,jd_43ea59620ea9d5b5,consulting,tfidf,0.02015869875827291
year_2030,graduation_year,2030,jd_443e4dff47b6f0c6,unclassified,tfidf,0.019847574809447356
year_2030,graduation_year,2030,jd_452d69e4e95591a9,consulting,tfidf,0.019375596947371454
year_2030,graduation_year,2030,jd_454f406ba5bbf065,swe,tfidf,0.03009902897041385
year_2030,graduation_year,2030,jd_458f1f6215f23896,product,tfidf,0.024816195956007453
year_2030,graduation_year,2030,jd_48764075bfa243dc,product,tfidf,0.023245103986440474
year_2030,graduation_year,2030,jd_49b3cfc40190d670,data,tfidf,0.020011861008654194
year_2030,graduation_year,2030,jd_4a0384c42f7d73d6,consulting,tfidf,0.012775886791562543
year_2030,graduation_year,2030,jd_4a1bf4eeb67e4174,swe,tfidf,0.024734526798179654
year_2030,graduation_year,2030,jd_4ab0c533dae90163,consulting,tfidf,0.009423416324165637
year_2030,graduation_year,2030,jd_4d7bf824d3033821,product,tfidf,0.012981940003892977
year_2030,graduation_year,2030,jd_4e9cea8c6cb7392e,swe,tfidf,0.022836022641406887
year_2030,graduation_year,2030,jd_501cea4d20cbedba,swe,tfidf,0.026777448509782645
year_2030,graduation_year,2030,jd_51c8ff85921d7550,product,tfidf,0.02440296097283211
year_2030,graduation_year,2030,jd_54363f569f436b1a,product,tfidf,0.018329261918150777
year_2030,graduation_year,2030,jd_5524857f44c35221,data,tfidf,0.021609799378752508
year_2030,graduation_year,2030,jd_556aa04a8fb73ad8,data,tfidf,0.017010049025906745
year_2030,graduation_year,2030,jd_562c0d28a1a0d03d,swe,tfidf,0.026162785029141586
year_2030,graduation_year,2030,jd_576b73fe69e9f20d,consulting,tfidf,0.019130665948381954
year_2030,graduation_year,2030,jd_579f46f977f45473,consulting,tfidf,0.019395486426800307
year_2030,graduation_year,2030,jd_582bc307bd73fe23,product,tfidf,0.0210103700528591
year_2030,graduation_year,2030,jd_59afd105ae5429e3,swe,tfidf,0.021433700872215737
year_2030,graduation_year,2030,jd_5b385c72e1e8a4e6,product,tfidf,0.016835357493805634
year_2030,graduation_year,2030,jd_5bfb50faa3d8f0e1,consulting,tfidf,0.013568139563466666
year_2030,graduation_year,2030,jd_5fde223c0020564c,swe,tfidf,0.02399322812459072
year_2030,graduation_year,2030,jd_6010c4f6e9121061,data,tfidf,0.027057847804126872
year_2030,graduation_year,2030,jd_61d515a5085c2467,data,tfidf,0.027084818496127615
year_2030,graduation_year,2030,jd_62038a41777de0ff,swe,tfidf,0.0378596431155441
year_2030,graduation_year,2030,jd_659eebb6dc0bb0cf,swe,tfidf,0.020931039171791427
year_2030,graduation_year,2030,jd_65d074f6170064ce,product,tfidf,0.021652316492570767
year_2030,graduation_year,2030,jd_6719921d465d62f9,swe,tfidf,0.016882874228991665
year_2030,graduation_year,2030,jd_6b1f2da4691b9a7c,unclassified,tfidf,0.011143270876515163
year_2030,graduation_year,2030,jd_6b92ca61531dba09,swe,tfidf,0.0314811281689482
year_2030,graduation_year,2030,jd_6be31d40082c9181,product,tfidf,0.018231712609880248
year_2030,graduation_year,2030,jd_6ca3c3e2369b921f,consulting,tfidf,0.01954921476280415
year_2030,graduation_year,2030,jd_6d822dd6f6e96063,swe,tfidf,0.02150807239187599
year_2030,graduation_year,2030,jd_6e306ef4ae2f2a35,swe,tfidf,0.018195718797670735
year_2030,graduation_year,2030,jd_6f32b4be16c776ab,unclassified,tfidf,0.03600262622349736
year_2030,graduation_year,2030,jd_6fe11900b6892325,unclassified,tfidf,0.03345199260316829
year_2030,graduation_year,2030,jd_706742770c6b80a6,product,tfidf,0.016655998486597986
year_2030,graduation_year,2030,jd_71bcaeb29a066c4d,product,tfidf,0.017821788498414686
year_2030,graduation_year,2030,jd_7221d721af21e011,data,tfidf,0.025233856774691792
year_2030,graduation_year,2030,jd_739d8d67b02b0f69,unclassified,tfidf,0.022919814384949794
year_2030,graduation_year,2030,jd_73de9c4a398a2916,consulting,tfidf,0.012946821143099793
year_2030,graduation_year,2030,jd_74d156e0cf64224a,consulting,tfidf,0.015228266186912785
year_2030,graduation_year,2030,jd_7524ad5705d40f54,product,tfidf,0.01677151373025364
year_2030,graduation_year,2030,jd_7590fb87fdaba530,consulting,tfidf,0.01688598310682953
year_2030,graduation_year,2030,jd_75de58c306507370,consulting,tfidf,0.014232765269309057
year_2030,graduation_year,2030,jd_766dfcadd1435733,data,tfidf,0.028120997857066073
year_2030,graduation_year,2030,jd_769361e56cfdf231,swe,tfidf,0.023745118476208176
year_2030,graduation_year,2030,jd_76e5fd0088340126,data,tfidf,0.027732879214476088
year_2030,graduation_year,2030,jd_77d17d663eb91112,swe,tfidf,0.03022598952792128
year_2030,graduation_year,2030,jd_77f4a960c813ba04,consulting,tfidf,0.012245330397707132
year_2030,graduation_year,2030,jd_7836f96d7314e4eb,swe,tfidf,0.0044396915987714326
year_2030,graduation_year,2030,jd_7aa647417e7ed395,product,tfidf,0.023100564101490393
year_2030,graduation_year,2030,jd_7aa7ece93f7fa32b,swe,tfidf,0.020348732746479543
year_2030,graduation_year,2030,jd_7aea72dc31c8c82f,swe,tfidf,0.02186582549862948
year_2030,graduation_year,2030,jd_7b38080b2b859042,swe,tfidf,0.03275600400532912
year_2030,graduation_year,2030,jd_7de7cd3fbac941d4,unclassified,tfidf,0.01913385493283817
year_2030,graduation_year,2030,jd_7f61c177a384c9bf,product,tfidf,0.02091014869955519
year_2030,graduation_year,2030,jd_7fee1f2df5db7442,product,tfidf,0.01842563736286075
year_2030,graduation_year,2030,jd_83244b0fb3f1043d,consulting,tfidf,0.021745715490565976
year_2030,graduation_year,2030,jd_833dfa9f310597bd,product,tfidf,0.017456249342150447
year_2030,graduation_year,2030,jd_838288a8d8eff810,unclassified,tfidf,0.02192116719321177
year_2030,graduation_year,2030,jd_8390bcc927b3f72b,swe,tfidf,0.028626755912508534
year_2030,graduation_year,2030,jd_8442bc7b56c9b8f5,swe,tfidf,0.017643998053602658
year_2030,graduation_year,2030,jd_8634b4a34652b5c3,swe,tfidf,0.026768023613469485
year_2030,graduation_year,2030,jd_867f84ac5a1a475a,product,tfidf,0.024289810896991074
year_2030,graduation_year,2030,jd_86bfc905b9ad066c,unclassified,tfidf,0.022048487141135255
year_2030,graduation_year,2030,jd_885e6d6d6c923bc2,consulting,tfidf,0.01361887251744339
year_2030,graduation_year,2030,jd_88c0d3389aba632a,data,tfidf,0.027392031942124816
year_2030,graduation_year,2030,jd_8b0f0ad306ffb46c,consulting,tfidf,0.019734996185862455
year_2030,graduation_year,2030,jd_8b4b6e27adefce37,data,tfidf,0.03416301169535271
year_2030,graduation_year,2030,jd_8b93c5b7e2960174,product,tfidf,0.021659644197975985
year_2030,graduation_year,2030,jd_8bc270a2da5d309f,consulting,tfidf,0.016501587764173566
year_2030,graduation_year,2030,jd_8bdde1b56a1861dc,swe,tfidf,0.0138774947680886
year_2030,graduation_year,2030,jd_8deffa6d1a231300,product,tfidf,0.023017522009945175
year_2030,graduation_year,2030,jd_924e90671e81aa89,product,tfidf,0.017097024598454687
year_2030,graduation_year,2030,jd_97d9b743bfe21daf,data,tfidf,0.025856863141884998
year_2030,graduation_year,2030,jd_97f02a6b790a3533,data,tfidf,0.031045605284449173
year_2030,graduation_year,2030,jd_989db4bed57c8fb5,product,tfidf,0.01897135995807177
year_2030,graduation_year,2030,jd_9bcaee7b12e887fb,unclassified,tfidf,0.02548048175133167
year_2030,graduation_year,2030,jd_9d95ac12aa0c6492,data,tfidf,0.023869933489216216
year_2030,graduation_year,2030,jd_9e2510341597c7cb,data,tfidf,0.024117158805844963
year_2030,graduation_year,2030,jd_9f77e00ed389206f,unclassified,tfidf,0.027986670774234994
year_2030,graduation_year,2030,jd_a26a71d20606ea28,product,tfidf,0.017211013805184368
year_2030,graduation_year,2030,jd_a5c992a3d7b2fd1d,product,tfidf,0.016259798363575384
year_2030,graduation_year,2030,jd_a5d12a43ba286690,product,tfidf,0.018991956157749044
year_2030,graduation_year,2030,jd_a9c32afc7f5edf9f,swe,tfidf,0.02010013169260219
year_2030,graduation_year,2030,jd_a9cb8d4000c80a0d,data,tfidf,0.018479541990767394
year_2030,graduation_year,2030,jd_aa7db163f8ec8280,data,tfidf,0.024695926582576154
year_2030,graduation_year,2030,jd_accb9b3e7afc89ab,consulting,tfidf,0.012562753267297132
year_2030,graduation_year,2030,jd_ad7a498a86a97f6d,swe,tfidf,0.024372300816334905
year_2030,graduation_year,2030,jd_adf671f33633aeb3,product,tfidf,0.02350393385817903
year_2030,graduation_year,2030,jd_af2cd3f93672d678,product,tfidf,0.014344199428964016
year_2030,graduation_year,2030,jd_b0b38e998fefdaf3,swe,tfidf,0.013562886492771395
year_2030,graduation_year,2030,jd_b156815080a77ad9,data,tfidf,0.03228014122818826
